6ea77d83-f2f2-478a-a231-31ac9b1c41ac,Michelangelo style statue of an astronaut,vsd,sds,A,vsd,,sds,,sds
6ea77d83-f2f2-478a-a231-31ac9b1c41ac,a toy robot,sdi,asd_official,B,asd_official,,asd_official,,asd_official
6ea77d83-f2f2-478a-a231-31ac9b1c41ac,"pumpkin head zombie, skinny, highly detailed, photorealistic",sds,asd_official,A,sds,,asd_official,,asd_official
6ea77d83-f2f2-478a-a231-31ac9b1c41ac,Michelangelo style statue of an astronaut,sds,consistent3d,B,consistent3d,,consistent3d,,consistent3d
6ea77d83-f2f2-478a-a231-31ac9b1c41ac,A plush dragon toy,consistent3d,sdi,B,sdi,,sdi,,sdi
c31ccf36-3325-4022-a13c-e067ca52f431,A car made out of sushi.,vsd,consistent3d,A,vsd,,consistent3d,,consistent3d
c31ccf36-3325-4022-a13c-e067ca52f431,"pumpkin head zombie, skinny, highly detailed, photorealistic",dsd,vsd,A,dsd,,vsd,,vsd
c31ccf36-3325-4022-a13c-e067ca52f431,"Mini Garden, highly detailed, 8K, HD.",consistent3d,vsd,B,vsd,,vsd,,vsd
